Crypto,Date,Open,High,Low,Close
LTC,2019-09-03,67.72,69.74,66.71,69.43
LTC,2019-09-02,66.45,67.94,65.26,67.72
LTC,2019-09-01,62.56,66.8,62.56,66.4
LTC,2019-08-31,65.28,65.33,62.43,62.76
LTC,2019-08-30,64.23,65.57,62.19,65.28
LTC,2019-08-29,66.23,67.06,62.24,64.23
LTC,2019-08-28,72.53,72.8,64.76,66.23
LTC,2019-08-27,73.09,73.84,72.1,72.45
LTC,2019-08-26,71.4,75.41,70.83,73.08
LTC,2019-08-25,73.4,74.93,70.93,71.4
LTC,2019-08-24,75.0,75.7,71.86,73.4
LTC,2019-08-23,73.79,76.03,72.53,74.86
LTC,2019-08-22,73.77,74.55,70.95,73.8
LTC,2019-08-21,75.0,75.98,70.1,73.77
LTC,2019-08-20,75.77,77.29,73.52,75.0
LTC,2019-08-19,77.37,78.83,75.69,75.77
LTC,2019-08-18,72.18,77.95,71.51,77.37
LTC,2019-08-17,75.26,75.92,71.7,72.18
LTC,2019-08-16,76.34,77.12,72.41,75.4
LTC,2019-08-15,76.91,77.78,71.0,76.39
LTC,2019-08-14,84.06,85.82,75.16,76.91
LTC,2019-08-13,85.88,86.22,83.07,84.06
LTC,2019-08-12,90.74,90.74,85.37,85.88
LTC,2019-08-11,86.46,91.24,84.75,90.64
LTC,2019-08-10,84.5,87.09,82.31,86.31
LTC,2019-08-09,88.6,90.44,82.74,84.5
LTC,2019-08-08,89.53,92.0,87.86,88.61
LTC,2019-08-07,92.66,94.33,87.55,89.69
LTC,2019-08-06,97.52,99.01,91.31,92.61
LTC,2019-08-05,92.67,105.72,91.96,97.52
LTC,2019-08-04,94.74,94.8,90.49,92.67
LTC,2019-08-03,93.68,96.55,93.0,94.74
LTC,2019-08-02,98.89,99.44,92.91,93.83
LTC,2019-08-01,98.5,100.72,95.79,98.89
LTC,2019-07-31,90.26,99.5,89.89,98.5
LTC,2019-07-30,90.77,92.6,88.61,90.26
LTC,2019-07-29,89.02,92.03,83.73,90.84
LTC,2019-07-28,88.22,90.11,87.86,89.15
LTC,2019-07-27,93.98,96.28,86.49,88.22
LTC,2019-07-26,92.96,94.52,90.33,94.26
LTC,2019-07-25,93.66,96.48,92.09,92.51
LTC,2019-07-24,93.38,96.99,86.91,93.66
LTC,2019-07-23,95.01,95.48,88.54,93.61
LTC,2019-07-22,98.36,100.82,91.35,95.01
LTC,2019-07-21,103.34,104.5,96.51,98.49
LTC,2019-07-20,97.51,106.0,97.46,103.34
LTC,2019-07-19,100.34,103.07,95.31,97.51
LTC,2019-07-18,90.82,103.47,87.29,100.34
LTC,2019-07-17,79.99,94.86,77.13,91.05
LTC,2019-07-16,91.13,92.2,76.5,79.83
LTC,2019-07-15,90.69,92.86,85.14,91.02
LTC,2019-07-14,98.52,102.02,88.12,90.69
LTC,2019-07-13,105.2,105.54,98.0,98.7
LTC,2019-07-12,101.9,106.51,100.78,105.2
LTC,2019-07-11,107.05,108.36,95.18,101.89
LTC,2019-07-10,118.4,120.42,102.81,107.05
LTC,2019-07-09,121.25,125.16,117.94,118.4
LTC,2019-07-08,119.68,121.49,118.47,121.33
LTC,2019-07-07,119.38,121.0,117.26,119.59
LTC,2019-07-06,118.72,122.0,117.93,119.86
LTC,2019-07-05,123.12,123.69,116.92,118.72
LTC,2019-07-04,118.24,127.21,118.09,123.12
LTC,2019-07-03,117.26,122.98,116.07,118.25
LTC,2019-07-02,119.4,123.62,112.21,117.26
LTC,2019-07-01,130.16,130.47,113.68,118.77
LTC,2019-06-30,133.44,136.63,124.8,130.16
LTC,2019-06-29,119.5,135.99,115.12,133.5
LTC,2019-06-28,112.41,121.75,111.51,119.5
LTC,2019-06-27,130.39,132.0,109.9,112.41
LTC,2019-06-26,132.28,138.37,127.53,130.22
LTC,2019-06-25,132.71,136.84,129.16,132.28
LTC,2019-06-24,139.15,139.85,132.0,132.71
LTC,2019-06-23,141.64,142.03,138.96,139.28
LTC,2019-06-22,137.59,145.5,136.4,141.64
LTC,2019-06-21,136.01,141.32,134.8,137.59
LTC,2019-06-20,138.75,139.39,133.49,136.12
LTC,2019-06-19,134.17,139.77,132.42,138.75
LTC,2019-06-18,133.88,136.71,128.85,134.17
LTC,2019-06-17,135.99,137.52,132.32,133.9
LTC,2019-06-16,137.41,138.9,133.9,135.63
LTC,2019-06-15,129.8,140.0,129.69,137.41
LTC,2019-06-14,131.73,133.0,126.0,129.8
LTC,2019-06-13,133.98,136.97,128.38,131.71
LTC,2019-06-12,137.99,144.13,131.05,134.0
LTC,2019-06-11,125.51,138.82,124.55,137.85
LTC,2019-06-10,114.91,129.11,111.84,125.45
LTC,2019-06-09,118.19,119.98,112.02,115.15
LTC,2019-06-08,114.66,119.14,114.19,117.84
LTC,2019-06-07,104.97,121.22,104.97,114.67
LTC,2019-06-06,102.36,105.56,101.48,104.97
LTC,2019-06-05,101.0,105.2,98.17,102.36
LTC,2019-06-04,111.53,111.85,98.09,101.0
LTC,2019-06-03,113.43,116.01,109.23,111.53
LTC,2019-06-02,112.38,116.72,111.64,113.43
LTC,2019-06-01,111.41,115.9,111.06,112.38
LTC,2019-05-31,110.98,111.71,102.38,111.09
LTC,2019-05-30,116.26,120.4,108.78,110.81
LTC,2019-05-29,115.11,118.14,108.91,116.31
LTC,2019-05-28,114.32,119.3,111.62,115.12
LTC,2019-05-27,108.28,121.93,108.28,114.32
LTC,2019-05-26,101.19,108.84,99.54,108.6
LTC,2019-05-25,103.11,104.98,98.67,101.19
LTC,2019-05-24,88.51,103.92,88.27,103.11
LTC,2019-05-23,89.42,89.42,84.91,88.51
LTC,2019-05-22,92.73,92.9,85.77,89.42
LTC,2019-05-21,92.56,93.31,89.43,92.73
LTC,2019-05-20,94.67,97.2,87.58,92.68
LTC,2019-05-19,87.23,95.95,86.37,94.69
LTC,2019-05-18,86.83,90.49,85.36,87.08
LTC,2019-05-17,92.55,97.34,84.36,86.83
LTC,2019-05-16,100.71,107.34,90.88,93.0
LTC,2019-05-15,87.81,104.29,87.69,100.56
LTC,2019-05-14,89.48,93.72,86.33,87.78
LTC,2019-05-13,86.74,92.85,83.94,89.43
LTC,2019-05-12,93.02,95.95,83.46,86.74
LTC,2019-05-11,72.98,79.16,72.44,76.83
LTC,2019-05-10,72.98,79.16,72.44,76.83
LTC,2019-05-09,73.59,75.43,72.3,72.83
LTC,2019-05-08,74.47,75.57,71.98,73.59
LTC,2019-05-07,74.84,77.72,72.79,74.47
LTC,2019-05-06,76.26,76.35,71.05,74.9
LTC,2019-05-05,76.55,77.92,74.59,76.26
LTC,2019-05-04,78.09,81.31,73.94,76.52
LTC,2019-05-03,72.17,79.49,71.92,78.19
LTC,2019-05-02,71.81,73.39,71.36,72.17
LTC,2019-05-01,72.31,74.76,71.2,71.81
LTC,2019-04-30,66.17,72.64,65.52,72.28
LTC,2019-04-29,67.45,68.33,65.22,66.17
LTC,2019-04-28,71.0,71.06,67.25,67.45
LTC,2019-04-27,70.65,71.89,70.49,71.0
LTC,2019-04-26,73.96,74.08,68.8,70.63
LTC,2019-04-25,72.66,74.66,72.1,73.96
LTC,2019-04-24,77.12,77.12,70.63,72.62
LTC,2019-04-23,77.26,79.67,76.31,77.01
LTC,2019-04-22,75.95,78.26,75.54,77.26
LTC,2019-04-21,81.03,82.07,73.52,75.96
LTC,2019-04-20,81.93,82.9,80.49,81.03
LTC,2019-04-19,83.4,83.53,80.15,81.93
LTC,2019-04-18,79.69,83.98,78.89,83.4
LTC,2019-04-17,80.83,82.0,78.7,79.69
LTC,2019-04-16,77.44,81.74,77.13,80.83
LTC,2019-04-15,78.66,84.54,75.17,77.44
LTC,2019-04-14,77.77,79.45,76.5,78.66
LTC,2019-04-13,78.45,81.56,76.41,77.67
LTC,2019-04-12,78.59,80.9,75.72,78.45
LTC,2019-04-11,88.37,88.79,60.91,78.59
LTC,2019-04-10,87.69,92.31,86.28,88.37
LTC,2019-04-09,88.36,89.87,83.65,87.69
LTC,2019-04-08,92.51,94.37,86.6,88.36
LTC,2019-04-07,92.35,95.75,88.5,92.51
LTC,2019-04-06,88.13,97.63,85.46,92.11
LTC,2019-04-05,82.47,90.41,82.4,88.06
LTC,2019-04-04,96.47,97.98,75.6,82.47
LTC,2019-04-03,72.98,99.5,72.94,96.47
LTC,2019-04-02,60.18,73.68,60.1,72.98
LTC,2019-04-01,60.28,60.74,59.92,60.18
LTC,2019-03-31,60.12,60.47,59.66,60.28
LTC,2019-03-30,60.89,61.33,59.73,60.12
LTC,2019-03-29,60.28,61.4,59.82,60.89
LTC,2019-03-28,60.94,61.5,60.02,60.28
LTC,2019-03-27,57.86,61.18,57.85,60.94
LTC,2019-03-26,58.19,58.94,57.16,57.86
LTC,2019-03-25,59.22,60.21,57.79,58.19
LTC,2019-03-24,60.16,60.62,58.74,59.22
LTC,2019-03-23,58.9,61.27,58.86,60.16
LTC,2019-03-22,58.28,59.4,57.75,59.01
LTC,2019-03-21,59.83,60.57,57.28,58.28
LTC,2019-03-20,58.93,60.07,57.01,59.83
LTC,2019-03-19,59.2,59.58,58.17,58.93
LTC,2019-03-18,60.45,62.14,57.97,59.2
LTC,2019-03-17,60.4,60.99,59.43,60.45
LTC,2019-03-16,58.36,62.0,57.72,60.4
LTC,2019-03-15,55.54,58.63,55.4,58.36
LTC,2019-03-14,54.96,57.82,52.98,55.45
LTC,2019-03-13,55.98,56.42,54.07,54.96
LTC,2019-03-12,54.24,56.62,52.07,55.98
LTC,2019-03-11,56.23,57.06,53.64,54.24
LTC,2019-03-10,56.69,57.65,55.66,56.23
LTC,2019-03-09,55.98,59.0,54.09,56.69
LTC,2019-03-08,56.78,57.29,55.11,55.98
LTC,2019-03-07,54.97,58.71,53.8,56.78
LTC,2019-03-06,51.69,56.39,51.18,54.92
LTC,2019-03-05,45.52,53.9,45.19,51.69
LTC,2019-03-04,47.5,47.86,44.65,45.52
LTC,2019-03-03,48.13,48.73,47.32,47.5
LTC,2019-03-02,48.01,49.1,46.25,48.1
LTC,2019-03-01,45.79,48.86,45.29,48.01
LTC,2019-02-28,43.99,46.41,43.77,45.79
LTC,2019-02-27,44.36,45.34,42.47,43.99
LTC,2019-02-26,45.06,45.73,44.07,44.36
LTC,2019-02-25,44.68,46.74,43.51,45.06
LTC,2019-02-24,51.12,53.41,42.44,44.68
LTC,2019-02-23,48.91,51.74,47.81,51.12
LTC,2019-02-22,48.4,49.4,47.75,48.91
LTC,2019-02-21,50.36,51.17,47.46,48.4
LTC,2019-02-20,47.11,52.25,46.14,50.36
LTC,2019-02-19,47.08,48.89,46.41,47.11
LTC,2019-02-18,42.92,48.71,42.9,47.08
LTC,2019-02-17,43.48,44.57,42.01,42.76
LTC,2019-02-16,41.86,43.86,41.7,43.48
LTC,2019-02-15,41.3,44.12,40.72,41.86
LTC,2019-02-14,41.12,42.0,39.9,41.41
LTC,2019-02-13,42.91,44.13,40.28,41.12
LTC,2019-02-12,42.13,44.04,41.52,42.84
LTC,2019-02-11,45.98,46.74,41.47,42.13
LTC,2019-02-10,44.11,46.94,41.83,45.92
LTC,2019-02-09,41.21,46.09,40.5,44.0
LTC,2019-02-08,32.82,44.5,32.52,41.21
LTC,2019-02-07,32.38,33.16,32.38,32.82
LTC,2019-02-06,33.88,34.14,31.87,32.38
LTC,2019-02-05,33.91,34.06,33.26,33.88
LTC,2019-02-04,32.87,34.03,32.87,33.91
LTC,2019-02-03,32.86,34.6,32.61,32.87
LTC,2019-02-02,33.22,33.22,32.2,32.87
LTC,2019-02-01,31.2,33.24,30.53,33.22
LTC,2019-01-31,31.36,32.17,30.9,31.2
LTC,2019-01-30,30.71,31.75,30.4,31.36
LTC,2019-01-29,30.32,31.16,29.92,30.71
LTC,2019-01-28,32.55,32.56,29.9,30.32
LTC,2019-01-27,32.96,32.97,31.33,32.55
LTC,2019-01-26,32.31,33.91,32.28,32.96
LTC,2019-01-25,32.55,32.96,31.88,32.31
LTC,2019-01-24,31.61,33.02,31.05,32.41
LTC,2019-01-23,31.51,32.16,31.26,31.61
LTC,2019-01-22,30.68,31.92,29.52,31.51
LTC,2019-01-21,30.65,31.23,30.47,30.68
LTC,2019-01-20,32.44,33.03,30.31,30.62
LTC,2019-01-19,30.93,33.12,30.85,32.44
LTC,2019-01-18,31.32,31.69,30.57,30.93
LTC,2019-01-17,31.32,31.63,29.94,31.32
LTC,2019-01-16,30.62,32.05,30.62,31.29
LTC,2019-01-15,31.91,32.45,30.36,30.62
LTC,2019-01-14,29.96,32.82,29.61,31.91
LTC,2019-01-13,31.82,32.83,29.74,29.96
LTC,2019-01-12,32.68,32.73,31.15,31.82
LTC,2019-01-11,33.39,33.64,32.05,32.68
LTC,2019-01-10,39.16,39.24,32.0,33.46
LTC,2019-01-09,39.05,39.95,38.41,39.16
LTC,2019-01-08,37.96,41.07,37.23,39.05
LTC,2019-01-07,38.59,39.47,37.24,37.96
LTC,2019-01-06,35.25,40.09,34.18,38.59
LTC,2019-01-05,32.26,36.11,31.92,35.25
LTC,2019-01-04,31.41,32.67,31.01,32.26
LTC,2019-01-03,33.0,33.55,30.99,31.4
LTC,2019-01-02,31.19,33.08,31.13,33.0
LTC,2019-01-01,29.53,31.63,29.43,31.19
LTC,2018-12-31,31.36,31.69,29.44,29.53
LTC,2018-12-30,32.94,33.02,30.08,31.36
LTC,2018-12-29,32.1,33.17,31.05,33.01
LTC,2018-12-28,27.86,33.47,27.55,32.1
LTC,2018-12-27,29.94,31.07,27.47,27.86
LTC,2018-12-26,30.79,31.88,28.99,29.9
LTC,2018-12-25,34.01,34.54,29.74,30.76
LTC,2018-12-24,33.26,36.48,32.71,33.92
LTC,2018-12-23,30.79,33.84,30.42,33.26
LTC,2018-12-22,30.18,31.11,29.69,30.79
LTC,2018-12-21,31.99,33.0,29.57,30.18
LTC,2018-12-20,28.65,33.1,28.65,31.99
LTC,2018-12-19,28.5,31.56,28.5,28.65
LTC,2018-12-18,28.88,29.5,27.73,28.5
LTC,2018-12-17,25.63,30.3,25.06,28.93
LTC,2018-12-16,23.64,26.58,23.34,25.63
LTC,2018-12-15,22.66,23.78,22.66,23.64
LTC,2018-12-14,22.83,23.47,22.26,22.58
LTC,2018-12-13,24.45,24.5,22.68,22.83
LTC,2018-12-12,23.49,24.9,23.02,24.45
LTC,2018-12-11,24.21,24.37,22.74,23.49
LTC,2018-12-10,25.23,25.63,23.47,24.21
LTC,2018-12-09,23.21,26.58,22.98,25.21
LTC,2018-12-08,24.92,26.41,22.91,23.22
LTC,2018-12-07,27.93,27.93,22.26,24.94
LTC,2018-12-06,29.12,30.14,27.08,27.93
LTC,2018-12-05,30.7,30.98,28.67,29.12
LTC,2018-12-04,30.94,31.88,29.5,30.7
LTC,2018-12-03,33.94,33.94,29.55,30.94
LTC,2018-12-02,34.05,34.67,32.74,33.94
LTC,2018-12-01,31.38,34.78,30.96,34.05
LTC,2018-11-30,33.09,34.11,30.72,31.37
LTC,2018-11-29,34.32,35.42,32.79,33.09
LTC,2018-11-28,30.56,35.91,30.2,34.43
LTC,2018-11-27,28.96,31.6,28.24,30.54
LTC,2018-11-26,31.37,31.73,27.57,28.96
LTC,2018-11-25,28.39,31.85,26.33,31.38
LTC,2018-11-24,31.37,32.9,27.93,28.33
LTC,2018-11-23,33.12,33.16,30.31,31.37
LTC,2018-11-22,33.13,34.54,32.71,33.12
LTC,2018-11-21,32.81,34.12,31.0,33.13
LTC,2018-11-20,36.07,37.45,30.31,32.75
LTC,2018-11-19,41.7,41.88,35.0,36.07
LTC,2018-11-18,41.33,42.9,41.31,41.7
LTC,2018-11-17,41.83,41.88,41.12,41.33
LTC,2018-11-16,42.89,43.57,41.78,41.83
LTC,2018-11-15,42.05,43.66,39.66,42.89
LTC,2018-11-14,48.94,49.88,40.38,42.05
LTC,2018-11-13,50.16,50.42,48.24,48.94
LTC,2018-11-12,50.4,51.25,49.94,50.16
LTC,2018-11-11,52.04,52.09,49.51,50.4
LTC,2018-11-10,51.26,52.34,51.22,52.04
LTC,2018-11-09,52.97,52.97,51.11,51.26
LTC,2018-11-08,53.93,54.45,52.51,52.97
LTC,2018-11-07,54.84,56.33,53.2,53.93
LTC,2018-11-06,53.12,55.09,52.91,54.84
LTC,2018-11-05,54.01,54.63,52.7,53.12
LTC,2018-11-04,51.14,55.79,50.48,54.01
LTC,2018-11-03,51.22,51.22,50.34,51.14
LTC,2018-11-02,50.11,51.62,49.98,51.22
LTC,2018-11-01,49.7,50.12,49.37,50.11
LTC,2018-10-31,48.56,50.22,47.83,49.7
LTC,2018-10-30,48.59,49.19,48.22,48.56
LTC,2018-10-29,51.3,51.54,47.44,48.59
LTC,2018-10-28,51.45,51.72,51.3,51.3
LTC,2018-10-27,51.67,51.79,51.33,51.45
LTC,2018-10-26,51.73,52.26,51.11,51.67
LTC,2018-10-25,52.02,52.02,51.53,51.73
LTC,2018-10-24,51.99,52.57,51.79,52.02
LTC,2018-10-23,51.96,52.53,51.29,51.99
LTC,2018-10-22,52.69,52.69,51.5,51.96
LTC,2018-10-21,52.73,53.26,52.42,52.69
LTC,2018-10-20,52.76,52.98,52.03,52.73
LTC,2018-10-19,51.49,53.12,51.31,52.76
LTC,2018-10-18,52.57,53.33,51.05,51.49
LTC,2018-10-17,52.87,53.29,52.3,52.57
LTC,2018-10-16,53.28,54.15,52.61,52.86
LTC,2018-10-15,51.93,56.93,50.85,53.28
LTC,2018-10-14,52.73,53.35,51.43,51.93
LTC,2018-10-13,52.89,53.88,52.47,52.73
LTC,2018-10-12,51.86,53.22,49.93,52.94
LTC,2018-10-11,57.4,57.6,50.31,51.86
LTC,2018-10-10,58.23,58.54,56.8,57.4
LTC,2018-10-09,59.35,59.48,57.98,58.23
LTC,2018-10-08,57.31,59.68,57.17,59.35
LTC,2018-10-07,57.42,58.25,56.6,57.31
LTC,2018-10-06,57.8,59.22,56.75,57.39
LTC,2018-10-05,58.31,58.54,57.28,57.77
LTC,2018-10-04,56.86,58.8,56.68,58.31
LTC,2018-10-03,59.67,59.67,56.55,56.86
LTC,2018-10-02,60.12,61.46,58.84,59.67
LTC,2018-10-01,60.24,61.82,59.27,60.33
LTC,2018-09-30,61.2,62.76,59.81,60.24
LTC,2018-09-29,61.73,62.05,58.81,61.2
LTC,2018-09-28,63.99,64.75,60.2,61.73
LTC,2018-09-27,58.58,65.46,56.69,63.99
LTC,2018-09-26,57.58,59.75,56.4,58.58
LTC,2018-09-25,58.41,58.51,54.35,57.69
LTC,2018-09-24,60.72,61.73,57.16,58.41
LTC,2018-09-23,60.39,63.73,59.9,60.72
LTC,2018-09-22,60.36,61.74,58.08,60.39
LTC,2018-09-21,54.01,62.72,53.8,60.36
LTC,2018-09-20,54.6,55.13,53.4,54.01
LTC,2018-09-19,54.02,54.94,51.61,54.6
LTC,2018-09-18,51.73,55.3,50.51,54.11
LTC,2018-09-17,57.03,57.74,51.49,51.73
LTC,2018-09-16,57.51,57.51,54.41,57.03
LTC,2018-09-15,58.26,58.72,56.1,57.52
LTC,2018-09-14,54.0,58.82,52.88,58.26
LTC,2018-09-13,51.71,55.27,51.15,54.0
LTC,2018-09-12,50.82,51.97,47.25,51.71
LTC,2018-09-11,53.86,54.69,50.06,50.85
LTC,2018-09-10,56.07,56.39,53.05,53.86
LTC,2018-09-09,52.56,56.58,52.19,56.1
LTC,2018-09-08,56.49,57.1,51.92,52.56
LTC,2018-09-07,56.33,58.27,55.13,56.49
LTC,2018-09-06,60.35,60.59,53.9,56.33
LTC,2018-09-05,67.93,68.42,59.09,60.41
LTC,2018-09-04,65.59,69.25,65.18,67.93
LTC,2018-09-03,65.56,66.36,64.36,65.59
LTC,2018-09-02,66.91,67.14,64.15,65.56
LTC,2018-09-01,62.14,67.72,61.88,66.91
LTC,2018-08-31,59.97,62.61,59.53,62.14
LTC,2018-08-30,61.9,62.25,58.61,59.97
LTC,2018-08-29,62.76,63.58,60.38,61.96
LTC,2018-08-28,57.78,63.7,57.72,62.8
LTC,2018-08-27,56.79,58.3,56.54,57.78
LTC,2018-08-26,57.82,58.02,55.92,56.78
LTC,2018-08-25,57.82,58.37,57.06,57.82
LTC,2018-08-24,55.69,58.19,55.67,57.82
LTC,2018-08-23,54.63,56.59,53.98,55.7
LTC,2018-08-22,55.83,59.15,53.89,54.63
LTC,2018-08-21,55.75,56.36,53.25,55.72
LTC,2018-08-20,58.31,58.59,54.94,55.75
LTC,2018-08-19,56.24,58.91,56.22,58.33
LTC,2018-08-18,58.77,62.2,55.35,56.21
LTC,2018-08-17,55.26,59.8,54.65,58.7
LTC,2018-08-16,55.91,57.61,53.89,55.26
LTC,2018-08-15,52.08,59.23,51.84,55.91
LTC,2018-08-14,56.32,56.76,49.37,52.28
LTC,2018-08-13,59.55,60.5,55.73,56.32
LTC,2018-08-12,58.38,61.65,57.39,59.55
LTC,2018-08-11,60.32,60.32,55.16,58.38
LTC,2018-08-10,63.65,64.99,60.0,60.32
LTC,2018-08-09,62.8,64.31,60.28,63.54
LTC,2018-08-08,69.49,69.49,61.0,62.8
LTC,2018-08-07,73.52,74.99,69.32,69.43
LTC,2018-08-06,74.49,76.71,73.0,73.52
LTC,2018-08-05,73.03,74.54,72.26,74.49
LTC,2018-08-04,76.85,78.0,72.21,73.03
LTC,2018-08-03,76.12,77.27,74.8,76.85
LTC,2018-08-02,75.89,78.28,75.54,76.12
LTC,2018-08-01,77.74,79.2,75.74,75.92
LTC,2018-07-31,82.42,82.44,76.34,77.74
LTC,2018-07-30,83.59,84.55,79.77,82.38
LTC,2018-07-29,83.84,85.09,83.41,83.59
LTC,2018-07-28,84.49,84.83,82.43,83.84
LTC,2018-07-27,85.86,85.86,81.49,84.49
LTC,2018-07-26,87.33,87.87,85.86,85.86
LTC,2018-07-25,87.52,90.53,85.0,87.35
LTC,2018-07-24,81.63,89.24,80.94,87.52
LTC,2018-07-23,83.71,85.68,81.67,81.73
LTC,2018-07-22,84.1,84.47,81.69,83.71
LTC,2018-07-21,82.24,84.6,79.55,84.1
LTC,2018-07-20,86.11,87.93,81.12,82.11
LTC,2018-07-19,87.87,88.74,85.0,86.1
LTC,2018-07-18,88.93,94.46,86.08,88.16
LTC,2018-07-17,82.86,90.05,81.51,88.88
LTC,2018-07-16,79.12,83.71,77.69,82.86
LTC,2018-07-15,77.05,79.12,75.32,79.12
LTC,2018-07-14,75.99,77.49,75.6,77.05
LTC,2018-07-13,75.75,78.31,74.43,75.99
LTC,2018-07-12,76.78,78.11,74.5,75.75
LTC,2018-07-11,77.54,80.71,74.72,76.78
LTC,2018-07-10,81.02,82.82,74.53,77.54
LTC,2018-07-09,83.74,83.74,80.91,81.02
LTC,2018-07-08,80.05,85.6,79.71,83.74
LTC,2018-07-07,82.77,83.47,79.53,80.05
LTC,2018-07-06,82.87,84.07,80.71,82.77
LTC,2018-07-05,86.62,87.07,82.0,82.87
LTC,2018-07-04,87.91,89.23,83.37,86.62
LTC,2018-07-03,85.74,89.78,85.0,87.35
LTC,2018-07-02,79.53,86.3,78.49,85.74
LTC,2018-07-01,79.77,81.44,77.82,79.53
LTC,2018-06-30,74.11,84.07,73.67,79.77
LTC,2018-06-29,78.09,78.09,72.58,74.11
LTC,2018-06-28,80.34,81.87,77.66,78.09
LTC,2018-06-27,78.88,80.93,75.04,80.04
LTC,2018-06-26,81.98,82.42,78.28,78.88
LTC,2018-06-25,82.58,84.21,78.83,81.98
LTC,2018-06-24,82.5,84.73,73.33,82.51
LTC,2018-06-23,83.5,86.79,80.39,82.5
LTC,2018-06-22,96.45,97.08,82.73,83.55
LTC,2018-06-21,97.74,99.27,96.0,96.45
LTC,2018-06-20,98.11,98.89,95.35,97.74
LTC,2018-06-19,99.23,101.39,96.98,98.11
LTC,2018-06-18,95.98,99.34,93.11,99.23
LTC,2018-06-17,96.53,97.98,94.84,95.98
LTC,2018-06-16,97.5,97.5,92.92,96.53
LTC,2018-06-15,102.17,102.17,96.36,97.5
LTC,2018-06-14,91.92,102.88,91.59,102.18
LTC,2018-06-13,99.06,100.09,89.04,91.92
LTC,2018-06-12,105.06,108.0,97.46,98.86
LTC,2018-06-11,105.0,108.49,103.0,105.06
LTC,2018-06-10,119.25,119.25,104.19,105.07
LTC,2018-06-09,120.0,120.81,118.53,119.25
LTC,2018-06-08,120.33,122.06,118.27,120.0
LTC,2018-06-07,120.32,123.35,119.69,120.26
LTC,2018-06-06,121.19,122.72,118.33,120.32
LTC,2018-06-05,119.5,122.32,116.05,121.19
LTC,2018-06-04,125.48,126.77,118.04,119.5
LTC,2018-06-03,123.15,127.9,122.22,125.48
LTC,2018-06-02,118.63,124.22,118.28,123.13
LTC,2018-06-01,119.27,120.2,116.69,118.63
LTC,2018-05-31,116.95,120.98,116.12,119.27
LTC,2018-05-30,120.13,122.51,114.98,116.95
LTC,2018-05-29,113.36,122.49,109.86,120.13
LTC,2018-05-28,116.86,118.91,111.4,113.4
LTC,2018-05-27,121.05,121.97,116.47,116.86
LTC,2018-05-26,118.39,122.37,117.01,120.99
LTC,2018-05-25,122.98,124.21,117.21,118.28
LTC,2018-05-24,120.43,124.65,115.0,123.02
LTC,2018-05-23,129.75,130.07,116.12,120.35
LTC,2018-05-22,135.23,136.08,129.62,129.75
LTC,2018-05-21,140.14,140.25,133.27,135.23
LTC,2018-05-20,134.77,141.0,132.5,140.14
LTC,2018-05-19,137.13,137.71,133.13,135.05
LTC,2018-05-18,134.63,137.46,128.89,137.13
LTC,2018-05-17,137.95,141.32,133.22,134.63
LTC,2018-05-16,140.25,140.81,134.4,137.95
LTC,2018-05-15,150.83,151.54,139.01,140.25
LTC,2018-05-14,145.73,152.64,134.64,151.16
LTC,2018-05-13,141.13,146.53,136.66,145.73
LTC,2018-05-12,135.29,144.46,131.39,141.4
LTC,2018-05-11,151.46,152.32,134.55,135.29
LTC,2018-05-10,157.29,160.49,150.89,151.3
LTC,2018-05-09,157.59,160.21,151.0,157.29
LTC,2018-05-08,166.77,168.14,156.9,157.59
LTC,2018-05-07,168.98,172.0,157.67,166.76
LTC,2018-05-06,175.01,183.21,165.09,168.98
LTC,2018-05-05,165.51,183.01,165.51,175.86
LTC,2018-05-04,161.18,165.75,157.97,165.51
LTC,2018-05-03,150.84,164.24,150.43,161.18
LTC,2018-05-02,145.72,150.84,145.72,150.84
LTC,2018-05-01,149.91,150.15,143.22,145.72
LTC,2018-04-30,151.08,154.48,148.82,149.99
LTC,2018-04-29,152.99,156.19,148.0,151.08
LTC,2018-04-28,146.89,153.34,145.01,152.99
LTC,2018-04-27,150.97,154.39,145.07,146.89
LTC,2018-04-26,149.0,150.92,142.22,150.92
LTC,2018-04-25,164.55,166.14,142.69,149.0
LTC,2018-04-24,151.6,165.94,151.44,164.55
LTC,2018-04-23,149.9,153.73,146.1,151.6
LTC,2018-04-22,146.48,153.71,144.99,149.79
LTC,2018-04-21,152.28,157.04,141.4,146.6
LTC,2018-04-20,145.33,153.5,143.25,152.28
LTC,2018-04-19,139.05,147.5,138.69,145.46
LTC,2018-04-18,134.14,139.9,131.91,139.05
LTC,2018-04-17,127.53,140.12,127.33,134.14
LTC,2018-04-16,131.06,133.29,125.5,127.54
LTC,2018-04-15,128.15,133.06,126.0,131.06
LTC,2018-04-14,126.96,129.84,124.5,128.15
LTC,2018-04-13,124.89,133.73,124.01,126.93
LTC,2018-04-12,114.42,127.0,113.14,125.18
LTC,2018-04-11,113.82,115.85,113.1,114.01
LTC,2018-04-10,114.1,114.3,113.69,113.83
LTC,2018-04-09,116.97,122.77,113.81,114.32
LTC,2018-04-08,117.64,118.35,115.3,117.15
LTC,2018-04-07,113.0,119.57,112.0,117.64
LTC,2018-04-06,118.32,120.08,112.19,112.82
LTC,2018-04-05,118.08,122.0,113.15,118.39
